Theme (Category),Topic (Title),"Question (What, Who, Where, Whose, How, Yes/No)",Answer,Difficulty (by Author),Difficulty (by Answerer),URL (Original Content)
学問,トーマス・エジソン,エジソンは生涯におよそいくつの発明と技術革新を行った人物でありますか？,1300,4,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#発明家＆起業家
学問,トーマス・エジソン,17歳の頃のエジソンはカナダの駅で何として働いていましたか？,夜間電信係,4,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#「投票記録機」「株式相場表示機」
学問,トーマス・エジソン,エジソンはいつ、初めて特許を取得したでしょうか？,1868年,4,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#「投票記録機」「株式相場表示機」
学問,トーマス・エジソン,エジソンは1967年に自動車殿堂入りしましたか？,いいえ,4,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#友人
学問,トーマス・エジソン,エジソンは、誰が電話機の発明者とされるのは最後まで納得がいかなかったとされていますか？,ベル,2,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#電話機の発明
学問,トーマス・エジソン,エジソンは、生涯に何度結婚していますか？,2度,3,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#家族と友人
学問,トーマス・エジソン,トーマス・アルバが7歳の時に家族はどこにに移りましたか？,ミシガン州ポートヒューロン,4,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#出生
学問,トーマス・エジソン,いつ蓄音機の実用化（商品化）で名声を獲得しましたか？,1877年,4,,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%BC%E3%83%9E%E3%82%B9%E3%83%BB%E3%82%A8%E3%82%B8%E3%82%BD%E3%83%B3#「電話」 「蓄音機」 「白熱電球」
学問,ガリレオ・ガリレイ,ガリレオ・ガリレイは何大学の教授ですか？,パドヴァ大学,3,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4
学問,ガリレオ・ガリレイ,何年から発行されていた2000イタリア・リレ紙幣にガリレオの肖像が採用されていましたか？,1973年,4,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4
学問,ガリレオ・ガリレイ,ガリレオはどこで誕生しましたか？,ピサ,2,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#生い立ち
学問,ガリレオ・ガリレイ,ガリレオには弟が何人できましたか？,4人,4,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#生い立ち
学問,ガリレオ・ガリレイ,ガリレオの父は誰ですか？,ヴィンチェンツォ・ガリレイ ,3,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#生い立ち
学問,ガリレオ・ガリレイ,ガリレオは晩年に失明しているが、これは望遠鏡の見過ぎであると考えられていますか？,はい,3,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#天文学
学問,ガリレオ・ガリレイ,ガリレオはいつケプラーに宛てた手紙の中ですでに地動説を信じていると記していますか？,1597年,4,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#天文学
学問,ガリレオ・ガリレイ,誰の自然哲学体系では、重いものほど早く落下することになっていましたか？,アリストテレス,3,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#物理学
学問,ガリレオ・ガリレイ,1630年ガリレオは、地動説の解説書の何を執筆しましたか?,天文対話,4,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#第2回の裁判
学問,ガリレオ・ガリレイ,どこにガリレオ博物館はありますか？,フィレンツェ,3,,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%AA%E3%83%BB%E3%82%AC%E3%83%AA%E3%83%AC%E3%82%A4#その他
学問,国立大学,国立大学とは、誰によって運営又は設立されている大学ですか？,国の政府,2,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6
学問,国立大学,2011年（平成23年）時点で何校存在していますか？,86校,4,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#概要
学問,国立大学,国立大学の一般入試は、通例何の受験が必須ですか？,「大学入試センター試験」,2,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#国立大学の入学試験
学問,国立大学,国立の短期大学については2017年（平成29年）現在全て廃止されていますか？,はい,3,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#概要
学問,国立大学,一橋大学（東京都国立市）の名称は、前身の東京商科大学があったどこに由来しますか？,東京都千代田区の一ツ橋,4,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#国立大学・大学院の配置と名称
学問,国立大学,新型インフルエンザは、2009年（平成21年）のいつ国内感染者の発生が確認されましたか？,5月,4,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#特例入試や追試験
学問,国立大学,アメリカ合衆国には国立大学は存在していますか？,いいえ,4,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#アメリカ 合衆国
学問,国立大学,日本ではほとんどの国立大学が何を持って運営していますか?,自治権,5,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#概要
学問,国立大学,学生数は、全大学生のうち何割程ですか？,2割,4,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#概要
学問,国立大学,いつ国立大学は国立大学法人の設置する大学に移行しましたか？,2004年（平成16年）4月1日,4,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6#概要
学問,日本の学生運動,日本の学生運動は、いつ始まりましたか?,大正デモクラシーの時期,3,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#概要
学問,日本の学生運動,運動の中心となるのは何と呼ばれる学生ですか?,活動家,2,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#概要
学問,日本の学生運動,どこで全共闘運動は始まりましたか？,東京大学,4,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#全共闘と全国学園闘争
学問,日本の学生運動,学生運動は、一部の浪人生や高校生などにも波及し、ピーク時には35都道府県の何校に及びましたか？,176校,4,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#全共闘と全国学園闘争
学問,日本の学生運動,日米安全保障条約改定をめぐる反対運動（安保闘争/安保紛争）では東京大学文学部の学生だった誰が死亡しましたか？,樺美智子,4,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#全学連の結成から安保闘争へ
学問,日本の学生運動,1969年4月12日にも日本大学で機動隊員の巡査が学生による投石を頭部に受け同日夜に死亡する事件が起きましたか?,いいえ,4,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#全共闘と全国学園闘争
学問,日本の学生運動,現在、学生運動は最盛期と比べると衰退していますか?,はい,1,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#2010年代以降
学問,日本の学生運動,2006年から2009年には法政大学学生運動の一斉検挙により学生が何人以上が逮捕されましたか？,110人,4,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#2000年代
学問,日本の学生運動,1972年の何などにより日本人の反米感情が薄れましたか?,沖縄返還,3,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#「内ゲバ」 - 暴力の激化、学生運動の停滞
学問,日本の学生運動,6月10日 どこで破防法反対のストライキが起きましたか？,お茶の水女子大学,3,,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%AD%A6%E7%94%9F%E9%81%8B%E5%8B%95#1950年代
学問,深層心理学,深層心理学は、心理学及び何における様々な理論の総称ですか？,臨床心理学,2,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6
学問,深層心理学,誰が精神分析学派を創始しましたか？,ジークムント・フロイト,2,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6
学問,深層心理学,「深層心理学」の概念を最初に導入したのはどこのオイゲン・ブロイラーですか?,スイス,4,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6#フロイトの理論
学問,深層心理学,意識心理学と識別するため、いつ以来、深層心理学を援用しましたか？,1913年,4,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6#フロイトの理論
学問,深層心理学,ユングとアドラーは、性的な欲求力動を重視するフロイトの主張を承認しましたか？,いいえ,4,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6#心のダイナミクス
学問,深層心理学,スイスのカール・ユングはどのように理論を模索していましたか？,独自に,4,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6#概要
学問,深層心理学,誰が個人心理学派を発展させましたか？,アルフレッド・アドラー,4,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6
学問,深層心理学,カール・ユングは、彼が行った連想試験の結果を無意識の存在の証拠と見なしましたか？,はい,2,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6#カール・グスタフ・ユング
学問,深層心理学,フロイトは性的欲求を非常に重視し、プロセスに付随する欲動エネルギーを何と呼びましたか？,リビドー,4,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6#心のダイナミクス
学問,深層心理学,人間の行動には、無意識的な動機が事実上存在するということが結論として出きますか？,はい,2,,https://ja.wikipedia.org/wiki/%E6%B7%B1%E5%B1%A4%E5%BF%83%E7%90%86%E5%AD%A6#現代における基礎研究
学問,C言語,C言語はどこのデニス・リッチーが主体となって開発したプログラミング言語ですか？,AT&Tベル研究所,4,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E
学問,C言語,誰とデニス・リッチーはUNIXの開発を行っていましたか？,トンプソン,4,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#誕生
学問,C言語,ALGOLはどこで生まれたアルゴリズム記述言語でしょうか？,ヨーロッパ,4,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#先祖
学問,C言語,"いつ,ISOがINTERNATIONAL STANDARD ISO/IEC 9899 : 1990(E) Programming Languages-Cを発行しましたか？",12/1/90,4,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#C89/C90
学問,C言語,文の区切りを終端記号の何で表しますか？,セミコロン,2,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#自由度
学問,C言語,コンパイラの処理は何パスで済む仕様になっていますか？,1,3,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#コンパイラ仕様
学問,C言語,文字の大文字・小文字を区別しますか？,はい,1,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#その他
学問,C言語,1980年代に普及し始めたパーソナルコンピュータ(PC)は当初、何ビットCPUでROM-BASICを搭載していたものが多いですか？,8ビット,2,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#PCとC言語
学問,C言語,"C#は,C言語を拡張してオブジェクト指向化したものですか?",いいえ,2,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#継承・拡張・サブセット
学問,C言語,SystemCは向けに拡張したものですか？,ハードウェア記述言語,4,,https://ja.wikipedia.org/wiki/C%E8%A8%80%E8%AA%9E#継承・拡張・サブセット
学問,山中伸弥,"山中伸弥はいつ,ノーベル生理学・医学賞をジョン・ガードンと共同受賞しましたか？",2012年,3,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5
学問,山中伸弥,山中伸弥はどこ出身ですか？,大阪府枚岡市,4,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#生い立ち〜学生時代
学問,山中伸弥,山本研二郎が教授を務めていた薬理学教室で、誰の指導の下、研究を開始しましたか？,三浦克之講師,4,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#iPS細胞の研究
学問,山中伸弥,1993年、論文の何を提出しましたか？," ""Putative Mechanism of Hypotensive Action of Platelet-Activating Factor in Dogs""（「麻酔イヌにおける血小板活性化因子の降圧機序」）",5,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#iPS細胞の研究
学問,山中伸弥,人間の大人の皮膚に何種類の発癌遺伝子などの遺伝子を導入するだけで、ES細胞に似たヒト人工多能性幹 (iPS) 細胞を生成する技術を開発しましたか？,4種類,4,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#iPS細胞の開発
学問,山中伸弥,2018年の別府大分毎日マラソン大会では自己ベストを更新しましたか？,はい,4,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#iPS細胞の研究資金募金活動と趣味のマラソン
学問,山中伸弥,娘は何人いますか？,2,3,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#家族
学問,山中伸弥,下村博文文部科学相は山中伸弥京都大教授の表敬訪問を受け、iPS細胞研究に対して今後10年で2000億円規模の長期的な支援を行う意向を表明しましたか？,いいえ,3,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#ノーベル賞受賞後
学問,山中伸弥,神戸大学医学部医学科卒業後、国立大阪病院整形外科で何として勤務していましたか？,臨床研修医,3,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#臨床医志望から研究者志望へ
学問,山中伸弥,韓国のソウル大学校教授の誰の論文捏造によって一時停滞していた幹細胞研究が、一気に進むことが期待されていますか？,黄禹錫,4,,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%AD%E4%BC%B8%E5%BC%A5#iPS細胞の開発
学問,アラン・チューリング,アラン・マシスン・チューリングはどこの数学者ですか？,イギリス,2,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0
学問,アラン・チューリング,ドイツが使用していた、エニグマ暗号機を利用した通信の暗文を解読する（その通信における暗号機の設定を見つける）ための機械はなんですか？,bombe ,2,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#略歴
学問,アラン・チューリング,中心極限定理は1922年に誰が証明済みでしたか？,J・W・リンデベルグ,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#大学時代と計算可能性についての研究
学問,アラン・チューリング,いつドイツの数学者ダフィット・ヒルベルトは、「決定問題」への注目を呼びかけましたか？,1928年,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#大学時代と計算可能性についての研究
学問,アラン・チューリング,何歳でシャーボーン学校に入学しましたか？,14歳,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#出生から大学進学まで
学問,アラン・チューリング,チューリング自身はColossus開発に直接関与しましたか？,いいえ,3,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#Turingery
学問,アラン・チューリング,いつ家政婦がチューリングが自宅で死んでいるのを発見しましたか？,6/8/54,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#死
学問,アラン・チューリング,ブレッチリーで働いていたころ、ロンドンで重要な会議に出席しなければならないとき、長距離走が得意だったチューリングは、約 何km走りましたか？ ,64km,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#暗号解読
学問,アラン・チューリング,2009年8月、誰がイギリス政府に対して、アラン・チューリングを同性愛で告発したことへ謝罪するよう請願活動をはじめましたか？,ジョン・グラハム＝カミング,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#政府による謝罪
学問,アラン・チューリング,1945年から1947年まで、チューリングはロンドンのどこに住んでいましたか？,リッチモンド,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0#初期のコンピュータに関する仕事とチューリングテスト
学問,アルベルト・アインシュタイン,アルベルト・アインシュタインは、どこ生まれの理論物理学者ですか？,ドイツ,3,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3
学問,アルベルト・アインシュタイン,いつ特殊相対性理論を発表しましたか？,1905年,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#業績
学問,アルベルト・アインシュタイン,"特殊相対性理論では,唯一不変なものは何のみであるとしていますか？",光速度 c ,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#業績
学問,アルベルト・アインシュタイン,6歳頃にはヴァイオリンを習い始め、すぐに誰の曲が好きになりましたか？,モーツァルト,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#生い立ち
学問,アルベルト・アインシュタイン,何歳のときにピタゴラスの定理の存在を知りましたか？,9歳,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#生い立ち
学問,アルベルト・アインシュタイン,チューリッヒ連邦工科大学の受験は成功しましたか？,いいえ,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#チューリッヒ連邦工科大学へ
学問,アルベルト・アインシュタイン,1901年、どこの国籍を取得しましたか？,スイス,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#チューリッヒ連邦工科大学へ
学問,アルベルト・アインシュタイン,1905年の26歳の時にいくつの重要な論文を発表しましたか？,3つ,3,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#「奇跡の年」およびそれに続く数年
学問,アルベルト・アインシュタイン,1916年、何を発表しましたか？,一般相対性理論,4,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#一般相対性理論の発表
学問,アルベルト・アインシュタイン,1922年の訪日の際に人力車に乗りましたか？,いいえ,3,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3#その他
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
